epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.27567681670188904,3.1040384769439697,0.0009944713,0.01515151560306549,6.001963138580322
1,0.5695604681968689,1.225448727607727,0.0009780085,0.01515151560306549,6.857912540435791
2,0.6354194283485413,0.9699152708053589,0.0009509796,0.04545454680919647,5.765626430511475
3,0.6623913645744324,0.8655931949615479,0.0009139882,0.0,6.153354644775391
4,0.6808739900588989,0.7926350235939026,0.0008678607,0.01515151560306549,6.05496883392334
5,0.6988301873207092,0.7423688173294067,0.00081362744,0.01515151560306549,6.541004180908203
6,0.7080046534538269,0.7024805545806885,0.0007525,0.03030303120613098,6.132905006408691
7,0.7194017171859741,0.6639072895050049,0.0006858438,0.01515151560306549,5.919872283935547
8,0.7307737469673157,0.6321659088134766,0.0006151479,0.0,6.256410598754883
9,0.7422960996627808,0.6012722253799438,0.0005419914,0.03030303120613098,6.45772647857666
10,0.7504428625106812,0.5745300650596619,0.0004680086,0.07575757801532745,6.12809944152832
11,0.7585895657539368,0.551745593547821,0.00039485213,0.01515151560306549,5.998929500579834
12,0.7658255100250244,0.5297411680221558,0.0003241562,0.01515151560306549,5.848767280578613
13,0.7736296653747559,0.5092682838439941,0.0002575,0.01515151560306549,6.2435808181762695
14,0.7822861075401306,0.4907889664173126,0.00019637255,0.03030303120613098,6.004376411437988
15,0.7882854342460632,0.4757045805454254,0.00014213932,0.03030303120613098,5.975463390350342
16,0.795997679233551,0.46260595321655273,9.6011805e-05,0.01515151560306549,6.00645637512207
17,0.8015541434288025,0.4525306820869446,5.902041e-05,0.01515151560306549,6.104635715484619
18,0.8067179322242737,0.4452832043170929,3.199146e-05,0.01515151560306549,6.096888542175293
19,0.8101771473884583,0.44052693247795105,1.5528742e-05,0.01515151560306549,6.107666015625
20,0.7024732828140259,0.7644913792610168,0.0009944713,0.03030303120613098,6.432302951812744
21,0.7312082052230835,0.6440308690071106,0.0009780085,0.04545454680919647,6.127877235412598
22,0.7379762530326843,0.621388852596283,0.0009509796,0.01515151560306549,6.48908805847168
23,0.7445271015167236,0.6053956151008606,0.0009139882,0.03030303120613098,6.096429824829102
24,0.7508522868156433,0.5882243514060974,0.0008678607,0.03030303120613098,5.96462345123291
25,0.7555648684501648,0.5682920813560486,0.00081362744,0.03030303120613098,6.317403316497803
26,0.7628759741783142,0.554420530796051,0.0007525,0.01515151560306549,6.146969318389893
27,0.7677139043807983,0.5353911519050598,0.0006858438,0.03030303120613098,6.103163719177246
28,0.7729779481887817,0.5212568044662476,0.0006151479,0.04545454680919647,6.260098457336426
29,0.7795788645744324,0.5025746822357178,0.0005419914,0.0,6.481777667999268
30,0.7838402390480042,0.4893554747104645,0.0004680086,0.03030303120613098,6.199807167053223
31,0.7897226214408875,0.4768691062927246,0.00039485213,0.01515151560306549,6.303487300872803
32,0.7964488863945007,0.4615575671195984,0.0003241562,0.03030303120613098,6.2212629318237305
33,0.8000167012214661,0.45076414942741394,0.0002575,0.01515151560306549,6.339682579040527
34,0.8044201135635376,0.43968167901039124,0.00019637255,0.01515151560306549,6.218926429748535
35,0.8127673864364624,0.4273613393306732,0.00014213932,0.01515151560306549,6.1246466636657715
36,0.8152239322662354,0.4200811982154846,9.6011805e-05,0.01515151560306549,6.194225788116455
37,0.8183656334877014,0.41507193446159363,5.902041e-05,0.01515151560306549,6.213759422302246
38,0.8221005797386169,0.4099501967430115,3.199146e-05,0.03030303120613098,6.227236747741699
39,0.8265541195869446,0.4069386422634125,1.5528742e-05,0.01515151560306549,6.199423313140869
40,0.7466828227043152,0.6284159421920776,0.0009944713,0.0,6.580810546875
41,0.7657586932182312,0.5550777316093445,0.0009780085,0.03030303120613098,6.290375232696533
42,0.7682235836982727,0.5425995588302612,0.0009509796,0.03030303120613098,6.385404109954834
43,0.7725852131843567,0.5315148234367371,0.0009139882,0.04545454680919647,6.609974384307861
44,0.7756016254425049,0.5220909118652344,0.0008678607,0.03030303120613098,6.045121192932129
45,0.7806734442710876,0.5125681161880493,0.00081362744,0.04545454680919647,6.1663665771484375
46,0.7838820219039917,0.5000515580177307,0.0007525,0.01515151560306549,6.77578592300415
47,0.7908338904380798,0.4833719730377197,0.0006858438,0.03030303120613098,6.291111946105957
48,0.7909926176071167,0.47575992345809937,0.0006151479,0.04545454680919647,6.195974826812744
49,0.7969585657119751,0.4623238444328308,0.0005419914,0.03030303120613098,6.329595565795898
50,0.8019802570343018,0.4512554109096527,0.0004680086,0.01515151560306549,6.446521282196045
51,0.805631697177887,0.43967270851135254,0.00039485213,0.03030303120613098,6.214344501495361
52,0.8123579621315002,0.42951059341430664,0.0003241562,0.03030303120613098,6.361464977264404
53,0.815708577632904,0.42017656564712524,0.0002575,0.01515151560306549,6.286818504333496
54,0.819368302822113,0.4106425940990448,0.00019637255,0.01515151560306549,6.366019248962402
55,0.8246992230415344,0.40358638763427734,0.00014213932,0.0,6.49707555770874
56,0.8263536095619202,0.3978840112686157,9.6011805e-05,0.0,6.461954116821289
57,0.8316677808761597,0.3918125033378601,5.902041e-05,0.01515151560306549,6.508433818817139
58,0.8340157270431519,0.38911259174346924,3.199146e-05,0.01515151560306549,6.488361358642578
59,0.8372242450714111,0.38677194714546204,1.5528742e-05,0.01515151560306549,6.517875671386719
